date,drug_name,sales
2023-09-15,Ibuprofen,61
2023-09-16,Ibuprofen,67
2023-09-17,Ibuprofen,76
2023-09-18,Ibuprofen,82
2023-09-19,Ibuprofen,83
2023-09-20,Ibuprofen,77
2023-09-21,Ibuprofen,68
2023-09-22,Ibuprofen,69
2023-09-23,Ibuprofen,68
2023-09-24,Ibuprofen,72
2023-09-25,Ibuprofen,82
2023-09-26,Ibuprofen,83
2023-09-27,Ibuprofen,79
2023-09-28,Ibuprofen,71
2023-09-29,Ibuprofen,66
2023-09-30,Ibuprofen,65
2023-10-01,Ibuprofen,74
2023-10-02,Ibuprofen,78
2023-10-03,Ibuprofen,81
2023-10-04,Ibuprofen,80
2023-10-05,Ibuprofen,68
2023-10-06,Ibuprofen,63
2023-10-07,Ibuprofen,66
2023-10-08,Ibuprofen,76
2023-10-09,Ibuprofen,80
2023-10-10,Ibuprofen,77
2023-10-11,Ibuprofen,77
2023-10-12,Ibuprofen,73
2023-10-13,Ibuprofen,65
2023-10-14,Ibuprofen,69
2023-10-15,Ibuprofen,72
2023-10-16,Ibuprofen,79
2023-10-17,Ibuprofen,85
2023-10-18,Ibuprofen,80
2023-10-19,Ibuprofen,71
2023-10-20,Ibuprofen,67
2023-10-21,Ibuprofen,68
2023-10-22,Ibuprofen,76
2023-10-23,Ibuprofen,84
2023-10-24,Ibuprofen,86
2023-10-25,Ibuprofen,81
2023-10-26,Ibuprofen,73
2023-10-27,Ibuprofen,68
2023-10-28,Ibuprofen,66
2023-10-29,Ibuprofen,76
2023-10-30,Ibuprofen,82
2023-10-31,Ibuprofen,83
2023-11-01,Ibuprofen,78
2023-11-02,Ibuprofen,72
2023-11-03,Ibuprofen,66
2023-11-04,Ibuprofen,68
2023-11-05,Ibuprofen,75
2023-11-06,Ibuprofen,83
2023-11-07,Ibuprofen,87
2023-11-08,Ibuprofen,77
2023-11-09,Ibuprofen,71
2023-11-10,Ibuprofen,66
2023-11-11,Ibuprofen,69
2023-11-12,Ibuprofen,73
2023-11-13,Ibuprofen,86
2023-11-14,Ibuprofen,86
2023-11-15,Ibuprofen,80
2023-11-16,Ibuprofen,71
2023-11-17,Ibuprofen,67
2023-11-18,Ibuprofen,68
2023-11-19,Ibuprofen,78
2023-11-20,Ibuprofen,81
2023-11-21,Ibuprofen,86
2023-11-22,Ibuprofen,81
2023-11-23,Ibuprofen,71
2023-11-24,Ibuprofen,65
2023-11-25,Ibuprofen,67
2023-11-26,Ibuprofen,76
2023-11-27,Ibuprofen,80
2023-11-28,Ibuprofen,88
2023-11-29,Ibuprofen,79
2023-11-30,Ibuprofen,72
2023-12-01,Ibuprofen,67
2023-12-02,Ibuprofen,67
2023-12-03,Ibuprofen,76
2023-12-04,Ibuprofen,80
2023-12-05,Ibuprofen,87
2023-12-06,Ibuprofen,83
2023-12-07,Ibuprofen,69
2023-12-08,Ibuprofen,66
2023-12-09,Ibuprofen,66
2023-12-10,Ibuprofen,76
2023-12-11,Ibuprofen,86
2023-12-12,Ibuprofen,88
2023-12-13,Ibuprofen,83
2023-12-14,Ibuprofen,75
2023-12-15,Ibuprofen,66
2023-12-16,Ibuprofen,67
2023-12-17,Ibuprofen,76
2023-12-18,Ibuprofen,86
2023-12-19,Ibuprofen,84
2023-12-20,Ibuprofen,84
2023-12-21,Ibuprofen,74
2023-12-22,Ibuprofen,67
2023-12-23,Ibuprofen,68
2023-12-24,Ibuprofen,76
2023-12-25,Ibuprofen,85
2023-12-26,Ibuprofen,86
2023-12-27,Ibuprofen,83
2023-12-28,Ibuprofen,72
2023-12-29,Ibuprofen,68
2023-12-30,Ibuprofen,69
2023-12-31,Ibuprofen,78
2024-01-01,Ibuprofen,85
2024-01-02,Ibuprofen,88
2024-01-03,Ibuprofen,83
2024-01-04,Ibuprofen,74
2024-01-05,Ibuprofen,69
2024-01-06,Ibuprofen,68
2024-01-07,Ibuprofen,78
2024-01-08,Ibuprofen,88
2024-01-09,Ibuprofen,88
2024-01-10,Ibuprofen,80
2024-01-11,Ibuprofen,73
2024-01-12,Ibuprofen,69
2024-01-13,Ibuprofen,68
2024-01-14,Ibuprofen,75
2024-01-15,Ibuprofen,85
2024-01-16,Ibuprofen,86
2024-01-17,Ibuprofen,82
2024-01-18,Ibuprofen,70
2024-01-19,Ibuprofen,69
2024-01-20,Ibuprofen,69
2024-01-21,Ibuprofen,80
2024-01-22,Ibuprofen,85
2024-01-23,Ibuprofen,88
2024-01-24,Ibuprofen,82
2024-01-25,Ibuprofen,72
2024-01-26,Ibuprofen,73
2024-01-27,Ibuprofen,69
2024-01-28,Ibuprofen,80
2024-01-29,Ibuprofen,84
2024-01-30,Ibuprofen,89
2024-01-31,Ibuprofen,83
2024-02-01,Ibuprofen,74
2024-02-02,Ibuprofen,67
2024-02-03,Ibuprofen,70
2024-02-04,Ibuprofen,78
2024-02-05,Ibuprofen,91
2024-02-06,Ibuprofen,88
2024-02-07,Ibuprofen,84
2024-02-08,Ibuprofen,78
2024-02-09,Ibuprofen,67
2024-02-10,Ibuprofen,71
2024-02-11,Ibuprofen,78
2024-02-12,Ibuprofen,86
2024-02-13,Ibuprofen,88
2024-02-14,Ibuprofen,82
2024-02-15,Ibuprofen,75
2024-02-16,Ibuprofen,67
2024-02-17,Ibuprofen,73
2024-02-18,Ibuprofen,80
2024-02-19,Ibuprofen,86
2024-02-20,Ibuprofen,88
2024-02-21,Ibuprofen,84
2024-02-22,Ibuprofen,73
2024-02-23,Ibuprofen,73
2024-02-24,Ibuprofen,72
2024-02-25,Ibuprofen,80
2024-02-26,Ibuprofen,88
2024-02-27,Ibuprofen,88
2024-02-28,Ibuprofen,86
2024-02-29,Ibuprofen,75
2024-03-01,Ibuprofen,71
2024-03-02,Ibuprofen,71
2024-03-03,Ibuprofen,82
2024-03-04,Ibuprofen,88
2024-03-05,Ibuprofen,93
2024-03-06,Ibuprofen,83
2024-03-07,Ibuprofen,75
2024-03-08,Ibuprofen,68
2024-03-09,Ibuprofen,71
2024-03-10,Ibuprofen,81
2024-03-11,Ibuprofen,90
2024-03-12,Ibuprofen,95
2024-03-13,Ibuprofen,84
2024-03-14,Ibuprofen,73
2024-03-15,Ibuprofen,71
2024-03-16,Ibuprofen,70
2024-03-17,Ibuprofen,81
2024-03-18,Ibuprofen,87
2024-03-19,Ibuprofen,90
2024-03-20,Ibuprofen,86
2024-03-21,Ibuprofen,75
2024-03-22,Ibuprofen,72
2024-03-23,Ibuprofen,74
2024-03-24,Ibuprofen,76
2024-03-25,Ibuprofen,86
2024-03-26,Ibuprofen,87
2024-03-27,Ibuprofen,88
2024-03-28,Ibuprofen,76
2024-03-29,Ibuprofen,74
2024-03-30,Ibuprofen,69
2024-03-31,Ibuprofen,79
2024-04-01,Ibuprofen,90
2024-04-02,Ibuprofen,90
2024-04-03,Ibuprofen,86
2024-04-04,Ibuprofen,73
2024-04-05,Ibuprofen,73
2024-04-06,Ibuprofen,74
2024-04-07,Ibuprofen,81
2024-04-08,Ibuprofen,87
2024-04-09,Ibuprofen,91
2024-04-10,Ibuprofen,84
2024-04-11,Ibuprofen,73
2024-04-12,Ibuprofen,71
2024-04-13,Ibuprofen,72
2024-04-14,Ibuprofen,83
2024-04-15,Ibuprofen,84
2024-04-16,Ibuprofen,91
2024-04-17,Ibuprofen,83
2024-04-18,Ibuprofen,77
2024-04-19,Ibuprofen,72
2024-04-20,Ibuprofen,73
2024-04-21,Ibuprofen,83
2024-04-22,Ibuprofen,86
2024-04-23,Ibuprofen,93
2024-04-24,Ibuprofen,84
2024-04-25,Ibuprofen,74
2024-04-26,Ibuprofen,71
2024-04-27,Ibuprofen,69
2024-04-28,Ibuprofen,82
2024-04-29,Ibuprofen,88
2024-04-30,Ibuprofen,93
2024-05-01,Ibuprofen,87
2024-05-02,Ibuprofen,74
2024-05-03,Ibuprofen,70
2024-05-04,Ibuprofen,75
2024-05-05,Ibuprofen,83
2024-05-06,Ibuprofen,92
2024-05-07,Ibuprofen,94
2024-05-08,Ibuprofen,86
2024-05-09,Ibuprofen,78
2024-05-10,Ibuprofen,74
2024-05-11,Ibuprofen,73
2024-05-12,Ibuprofen,82
2024-05-13,Ibuprofen,89
2024-05-14,Ibuprofen,90
2024-05-15,Ibuprofen,86
2024-05-16,Ibuprofen,76
2024-05-17,Ibuprofen,72
2024-05-18,Ibuprofen,72
2024-05-19,Ibuprofen,81
2024-05-20,Ibuprofen,91
2024-05-21,Ibuprofen,90
2024-05-22,Ibuprofen,86
2024-05-23,Ibuprofen,78
2024-05-24,Ibuprofen,73
2024-05-25,Ibuprofen,74
2024-05-26,Ibuprofen,84
2024-05-27,Ibuprofen,86
2024-05-28,Ibuprofen,98
2024-05-29,Ibuprofen,85
2024-05-30,Ibuprofen,79
2024-05-31,Ibuprofen,71
2024-06-01,Ibuprofen,76
2024-06-02,Ibuprofen,83
2024-06-03,Ibuprofen,89
2024-06-04,Ibuprofen,94
2024-06-05,Ibuprofen,86
2024-06-06,Ibuprofen,79
2024-06-07,Ibuprofen,71
2024-06-08,Ibuprofen,75
2024-06-09,Ibuprofen,87
2024-06-10,Ibuprofen,92
2024-06-11,Ibuprofen,93
2024-06-12,Ibuprofen,86
2024-06-13,Ibuprofen,78
2024-06-14,Ibuprofen,73
2024-06-15,Ibuprofen,76
2024-06-16,Ibuprofen,81
2024-06-17,Ibuprofen,92
2024-06-18,Ibuprofen,90
2024-06-19,Ibuprofen,90
2024-06-20,Ibuprofen,77
2024-06-21,Ibuprofen,74
2024-06-22,Ibuprofen,77
2024-06-23,Ibuprofen,82
2024-06-24,Ibuprofen,92
2024-06-25,Ibuprofen,96
2024-06-26,Ibuprofen,89
2024-06-27,Ibuprofen,80
2024-06-28,Ibuprofen,70
2024-06-29,Ibuprofen,74
2024-06-30,Ibuprofen,85
2024-07-01,Ibuprofen,92
2024-07-02,Ibuprofen,94
2024-07-03,Ibuprofen,89
2024-07-04,Ibuprofen,82
2024-07-05,Ibuprofen,73
2024-07-06,Ibuprofen,76
2024-07-07,Ibuprofen,81
2024-07-08,Ibuprofen,89
2024-07-09,Ibuprofen,90
2024-07-10,Ibuprofen,86
2024-07-11,Ibuprofen,82
2024-07-12,Ibuprofen,71
2024-07-13,Ibuprofen,75
2024-07-14,Ibuprofen,81
2024-07-15,Ibuprofen,90
2024-07-16,Ibuprofen,94
2024-07-17,Ibuprofen,87
2024-07-18,Ibuprofen,82
2024-07-19,Ibuprofen,77
2024-07-20,Ibuprofen,72
2024-07-21,Ibuprofen,83
2024-07-22,Ibuprofen,92
2024-07-23,Ibuprofen,96
2024-07-24,Ibuprofen,87
2024-07-25,Ibuprofen,80
2024-07-26,Ibuprofen,72
2024-07-27,Ibuprofen,73
2024-07-28,Ibuprofen,87
2024-07-29,Ibuprofen,88
2024-07-30,Ibuprofen,99
2024-07-31,Ibuprofen,90
2024-08-01,Ibuprofen,81
2024-08-02,Ibuprofen,76
2024-08-03,Ibuprofen,76
2024-08-04,Ibuprofen,85
2024-08-05,Ibuprofen,92
2024-08-06,Ibuprofen,95
2024-08-07,Ibuprofen,89
2024-08-08,Ibuprofen,78
2024-08-09,Ibuprofen,73
2024-08-10,Ibuprofen,75
2024-08-11,Ibuprofen,87
2024-08-12,Ibuprofen,91
2024-08-13,Ibuprofen,91
2024-08-14,Ibuprofen,90
2024-08-15,Ibuprofen,83
2024-08-16,Ibuprofen,77
2024-08-17,Ibuprofen,76
2024-08-18,Ibuprofen,82
2024-08-19,Ibuprofen,92
2024-08-20,Ibuprofen,94
2024-08-21,Ibuprofen,87
2024-08-22,Ibuprofen,82
2023-01-01,Cetirizine,71
2023-01-02,Cetirizine,78
2023-01-03,Cetirizine,81
2023-01-04,Cetirizine,77
2023-01-05,Cetirizine,68
2023-01-06,Cetirizine,64
2023-01-07,Cetirizine,65
2023-01-08,Cetirizine,68
2023-01-09,Cetirizine,81
2023-01-10,Cetirizine,87
2023-01-11,Cetirizine,79
2023-01-12,Cetirizine,69
2023-01-13,Cetirizine,61
2023-01-14,Cetirizine,66
2023-01-15,Cetirizine,74
2023-01-16,Cetirizine,80
2023-01-17,Cetirizine,83
2023-01-18,Cetirizine,80
2023-01-19,Cetirizine,67
2023-01-20,Cetirizine,61
2023-01-21,Cetirizine,66
2023-01-22,Cetirizine,74
2023-01-23,Cetirizine,83
2023-01-24,Cetirizine,84
2023-01-25,Cetirizine,76
2023-01-26,Cetirizine,69
2023-01-27,Cetirizine,61
2023-01-28,Cetirizine,65
2023-01-29,Cetirizine,74
2023-01-30,Cetirizine,80
2023-01-31,Cetirizine,88
2023-02-01,Cetirizine,74
2023-02-02,Cetirizine,68
2023-02-03,Cetirizine,61
2023-02-04,Cetirizine,64
2023-02-05,Cetirizine,72
2023-02-06,Cetirizine,78
2023-02-07,Cetirizine,84
2023-02-08,Cetirizine,77
2023-02-09,Cetirizine,69
2023-02-10,Cetirizine,63
2023-02-11,Cetirizine,64
2023-02-12,Cetirizine,77
2023-02-13,Cetirizine,83
2023-02-14,Cetirizine,79
2023-02-15,Cetirizine,74
2023-02-16,Cetirizine,71
2023-02-17,Cetirizine,63
2023-02-18,Cetirizine,62
2023-02-19,Cetirizine,76
2023-02-20,Cetirizine,82
2023-02-21,Cetirizine,84
2023-02-22,Cetirizine,80
2023-02-23,Cetirizine,67
2023-02-24,Cetirizine,61
2023-02-25,Cetirizine,69
2023-02-26,Cetirizine,71
2023-02-27,Cetirizine,79
2023-02-28,Cetirizine,82
2023-03-01,Cetirizine,82
2023-03-02,Cetirizine,71
2023-03-03,Cetirizine,66
2023-03-04,Cetirizine,67
2023-03-05,Cetirizine,73
2023-03-06,Cetirizine,83
2023-03-07,Cetirizine,81
2023-03-08,Cetirizine,76
2023-03-09,Cetirizine,71
2023-03-10,Cetirizine,62
2023-03-11,Cetirizine,66
2023-03-12,Cetirizine,74
2023-03-13,Cetirizine,81
2023-03-14,Cetirizine,80
2023-03-15,Cetirizine,78
2023-03-16,Cetirizine,68
2023-03-17,Cetirizine,65
2023-03-18,Cetirizine,67
2023-03-19,Cetirizine,75
2023-03-20,Cetirizine,81
2023-03-21,Cetirizine,85
2023-03-22,Cetirizine,76
2023-03-23,Cetirizine,67
2023-03-24,Cetirizine,60
2023-03-25,Cetirizine,66
2023-03-26,Cetirizine,73
2023-03-27,Cetirizine,84
2023-03-28,Cetirizine,83
2023-03-29,Cetirizine,80
2023-03-30,Cetirizine,72
2023-03-31,Cetirizine,64
2023-04-01,Cetirizine,68
2023-04-02,Cetirizine,77
2023-04-03,Cetirizine,80
2023-04-04,Cetirizine,85
2023-04-05,Cetirizine,78
2023-04-06,Cetirizine,68
2023-04-07,Cetirizine,62
2023-04-08,Cetirizine,65
2023-04-09,Cetirizine,75
2023-04-10,Cetirizine,80
2023-04-11,Cetirizine,84
2023-04-12,Cetirizine,81
2023-04-13,Cetirizine,72
2023-04-14,Cetirizine,65
2023-04-15,Cetirizine,71
2023-04-16,Cetirizine,79
2023-04-17,Cetirizine,83
2023-04-18,Cetirizine,80
2023-04-19,Cetirizine,82
2023-04-20,Cetirizine,67
2023-04-21,Cetirizine,69
2023-04-22,Cetirizine,70
2023-04-23,Cetirizine,79
2023-04-24,Cetirizine,84
2023-04-25,Cetirizine,85
2023-04-26,Cetirizine,79
2023-04-27,Cetirizine,70
2023-04-28,Cetirizine,68
2023-04-29,Cetirizine,70
2023-04-30,Cetirizine,76
2023-05-01,Cetirizine,82
2023-05-02,Cetirizine,91
2023-05-03,Cetirizine,82
2023-05-04,Cetirizine,69
2023-05-05,Cetirizine,65
2023-05-06,Cetirizine,70
2023-05-07,Cetirizine,75
2023-05-08,Cetirizine,85
2023-05-09,Cetirizine,88
2023-05-10,Cetirizine,74
2023-05-11,Cetirizine,72
2023-05-12,Cetirizine,66
2023-05-13,Cetirizine,68
2023-05-14,Cetirizine,77
2023-05-15,Cetirizine,86
2023-05-16,Cetirizine,87
2023-05-17,Cetirizine,80
2023-05-18,Cetirizine,74
2023-05-19,Cetirizine,67
2023-05-20,Cetirizine,68
2023-05-21,Cetirizine,74
2023-05-22,Cetirizine,81
2023-05-23,Cetirizine,84
2023-05-24,Cetirizine,82
2023-05-25,Cetirizine,72
2023-05-26,Cetirizine,64
2023-05-27,Cetirizine,70
2023-05-28,Cetirizine,80
2023-05-29,Cetirizine,84
2023-05-30,Cetirizine,83
2023-05-31,Cetirizine,80
2023-06-01,Cetirizine,74
2023-06-02,Cetirizine,68
2023-06-03,Cetirizine,67
2023-06-04,Cetirizine,80
2023-06-05,Cetirizine,88
2023-06-06,Cetirizine,85
2023-06-07,Cetirizine,80
2023-06-08,Cetirizine,72
2023-06-09,Cetirizine,67
2023-06-10,Cetirizine,71
2023-06-11,Cetirizine,78
2023-06-12,Cetirizine,87
2023-06-13,Cetirizine,89
2023-06-14,Cetirizine,85
2023-06-15,Cetirizine,71
2023-06-16,Cetirizine,69
2023-06-17,Cetirizine,65
2023-06-18,Cetirizine,75
2023-06-19,Cetirizine,85
2023-06-20,Cetirizine,88
2023-06-21,Cetirizine,82
2023-06-22,Cetirizine,72
2023-06-23,Cetirizine,67
2023-06-24,Cetirizine,73
2023-06-25,Cetirizine,77
2023-06-26,Cetirizine,89
2023-06-27,Cetirizine,89
2023-06-28,Cetirizine,83
2023-06-29,Cetirizine,71
2023-06-30,Cetirizine,70
2023-07-01,Cetirizine,69
2023-07-02,Cetirizine,76
2023-07-03,Cetirizine,87
2023-07-04,Cetirizine,85
2023-07-05,Cetirizine,81
2023-07-06,Cetirizine,74
2023-07-07,Cetirizine,73
2023-07-08,Cetirizine,69
2023-07-09,Cetirizine,77
2023-07-10,Cetirizine,88
2023-07-11,Cetirizine,86
2023-07-12,Cetirizine,84
2023-07-13,Cetirizine,77
2023-07-14,Cetirizine,68
2023-07-15,Cetirizine,73
2023-07-16,Cetirizine,79
2023-07-17,Cetirizine,85
2023-07-18,Cetirizine,88
2023-07-19,Cetirizine,82
2023-07-20,Cetirizine,74
2023-07-21,Cetirizine,69
2023-07-22,Cetirizine,72
2023-07-23,Cetirizine,80
2023-07-24,Cetirizine,82
2023-07-25,Cetirizine,88
2023-07-26,Cetirizine,80
2023-07-27,Cetirizine,74
2023-07-28,Cetirizine,69
2023-07-29,Cetirizine,73
2023-07-30,Cetirizine,79
2023-07-31,Cetirizine,87
2023-08-01,Cetirizine,90
2023-08-02,Cetirizine,86
2023-08-03,Cetirizine,75
2023-08-04,Cetirizine,70
2023-08-05,Cetirizine,71
2023-08-06,Cetirizine,78
2023-08-07,Cetirizine,86
2023-08-08,Cetirizine,85
2023-08-09,Cetirizine,82
2023-08-10,Cetirizine,71
2023-08-11,Cetirizine,72
2023-08-12,Cetirizine,72
2023-08-13,Cetirizine,79
2023-08-14,Cetirizine,86
2023-08-15,Cetirizine,89
2023-08-16,Cetirizine,82
2023-08-17,Cetirizine,76
2023-08-18,Cetirizine,70
2023-08-19,Cetirizine,70
2023-08-20,Cetirizine,78
2023-08-21,Cetirizine,89
2023-08-22,Cetirizine,89
2023-08-23,Cetirizine,83
2023-08-24,Cetirizine,75
2023-08-25,Cetirizine,68
2023-08-26,Cetirizine,72
2023-08-27,Cetirizine,82
2023-08-28,Cetirizine,88
2023-08-29,Cetirizine,94
2023-08-30,Cetirizine,85
2023-08-31,Cetirizine,76
2023-09-01,Cetirizine,69
2023-09-02,Cetirizine,72
2023-09-03,Cetirizine,79
2023-09-04,Cetirizine,84
2023-09-05,Cetirizine,92
2023-09-06,Cetirizine,84
2023-09-07,Cetirizine,74
2023-09-08,Cetirizine,71
2023-09-09,Cetirizine,74
2023-09-10,Cetirizine,80
2023-09-11,Cetirizine,88
2023-09-12,Cetirizine,92
2023-09-13,Cetirizine,84
2023-09-14,Cetirizine,77
2023-09-15,Cetirizine,68
2023-09-16,Cetirizine,70
2023-09-17,Cetirizine,82
2023-09-18,Cetirizine,86
2023-09-19,Cetirizine,91
2023-09-20,Cetirizine,85
2023-09-21,Cetirizine,76
2023-09-22,Cetirizine,69
2023-09-23,Cetirizine,75
2023-09-24,Cetirizine,84
2023-09-25,Cetirizine,89
2023-09-26,Cetirizine,91
2023-09-27,Cetirizine,84
2023-09-28,Cetirizine,74
2023-09-29,Cetirizine,71
2023-09-30,Cetirizine,71
2023-10-01,Cetirizine,78
2023-10-02,Cetirizine,91
2023-10-03,Cetirizine,93
2023-10-04,Cetirizine,84
2023-10-05,Cetirizine,77
2023-10-06,Cetirizine,74
2023-10-07,Cetirizine,74
2023-10-08,Cetirizine,79
2023-10-09,Cetirizine,89
2023-10-10,Cetirizine,94
2023-10-11,Cetirizine,86
2023-10-12,Cetirizine,78
2023-10-13,Cetirizine,72
2023-10-14,Cetirizine,72
2023-10-15,Cetirizine,80
2023-10-16,Cetirizine,90
2023-10-17,Cetirizine,93
2023-10-18,Cetirizine,88
2023-10-19,Cetirizine,76
2023-10-20,Cetirizine,73
2023-10-21,Cetirizine,76
2023-10-22,Cetirizine,80
2023-10-23,Cetirizine,93
2023-10-24,Cetirizine,95
2023-10-25,Cetirizine,92
2023-10-26,Cetirizine,78
2023-10-27,Cetirizine,73
2023-10-28,Cetirizine,76
2023-10-29,Cetirizine,84
2023-10-30,Cetirizine,92
2023-10-31,Cetirizine,93
2023-11-01,Cetirizine,86
2023-11-02,Cetirizine,80
2023-11-03,Cetirizine,70
2023-11-04,Cetirizine,74
2023-11-05,Cetirizine,85
2023-11-06,Cetirizine,88
2023-11-07,Cetirizine,91
2023-11-08,Cetirizine,88
2023-11-09,Cetirizine,79
2023-11-10,Cetirizine,71
2023-11-11,Cetirizine,74
2023-11-12,Cetirizine,80
2023-11-13,Cetirizine,92
2023-11-14,Cetirizine,92
2023-11-15,Cetirizine,91
2023-11-16,Cetirizine,78
2023-11-17,Cetirizine,72
2023-11-18,Cetirizine,74
2023-11-19,Cetirizine,82
2023-11-20,Cetirizine,91
2023-11-21,Cetirizine,98
2023-11-22,Cetirizine,87
2023-11-23,Cetirizine,78
2023-11-24,Cetirizine,73
2023-11-25,Cetirizine,77
2023-11-26,Cetirizine,80
2023-11-27,Cetirizine,92
2023-11-28,Cetirizine,91
2023-11-29,Cetirizine,89
2023-11-30,Cetirizine,78
2023-12-01,Cetirizine,69
2023-12-02,Cetirizine,76
2023-12-03,Cetirizine,84
2023-12-04,Cetirizine,90
2023-12-05,Cetirizine,92
2023-12-06,Cetirizine,85
2023-12-07,Cetirizine,81
2023-12-08,Cetirizine,75
2023-12-09,Cetirizine,74
2023-12-10,Cetirizine,82
2023-12-11,Cetirizine,91
2023-12-12,Cetirizine,98
2023-12-13,Cetirizine,89
2023-12-14,Cetirizine,77
2023-12-15,Cetirizine,74
2023-12-16,Cetirizine,73
2023-12-17,Cetirizine,85
2023-12-18,Cetirizine,95
2023-12-19,Cetirizine,97
2023-12-20,Cetirizine,90
2023-12-21,Cetirizine,78
2023-12-22,Cetirizine,72
2023-12-23,Cetirizine,73
2023-12-24,Cetirizine,78
2023-12-25,Cetirizine,93
2023-12-26,Cetirizine,94
2023-12-27,Cetirizine,90
2023-12-28,Cetirizine,83
2023-12-29,Cetirizine,75
2023-12-30,Cetirizine,77
2023-12-31,Cetirizine,83
2024-01-01,Cetirizine,91
2024-01-02,Cetirizine,95
2024-01-03,Cetirizine,88
2024-01-04,Cetirizine,79
2024-01-05,Cetirizine,75
2024-01-06,Cetirizine,78
2024-01-07,Cetirizine,83
2024-01-08,Cetirizine,92
2024-01-09,Cetirizine,95
2024-01-10,Cetirizine,91
2024-01-11,Cetirizine,80
2024-01-12,Cetirizine,73
2024-01-13,Cetirizine,76
2024-01-14,Cetirizine,87
2024-01-15,Cetirizine,97
2024-01-16,Cetirizine,92
2024-01-17,Cetirizine,87
2024-01-18,Cetirizine,80
2024-01-19,Cetirizine,75
2024-01-20,Cetirizine,79
2024-01-21,Cetirizine,83
2024-01-22,Cetirizine,91
2024-01-23,Cetirizine,95
2024-01-24,Cetirizine,89
2024-01-25,Cetirizine,83
2024-01-26,Cetirizine,76
2024-01-27,Cetirizine,78
2024-01-28,Cetirizine,85
2024-01-29,Cetirizine,98
2024-01-30,Cetirizine,93
2024-01-31,Cetirizine,91
2024-02-01,Cetirizine,78
2024-02-02,Cetirizine,73
2024-02-03,Cetirizine,76
2024-02-04,Cetirizine,89
2024-02-05,Cetirizine,94
2024-02-06,Cetirizine,94
2024-02-07,Cetirizine,91
2024-02-08,Cetirizine,81
2024-02-09,Cetirizine,75
2024-02-10,Cetirizine,75
2024-02-11,Cetirizine,88
2024-02-12,Cetirizine,94
2024-02-13,Cetirizine,100
2024-02-14,Cetirizine,92
2024-02-15,Cetirizine,82
2024-02-16,Cetirizine,75
2024-02-17,Cetirizine,76
2024-02-18,Cetirizine,85
2024-02-19,Cetirizine,91
2024-02-20,Cetirizine,97
2024-02-21,Cetirizine,93
2024-02-22,Cetirizine,81
2024-02-23,Cetirizine,78
2024-02-24,Cetirizine,77
2024-02-25,Cetirizine,85
2024-02-26,Cetirizine,92
2024-02-27,Cetirizine,92
2024-02-28,Cetirizine,90
2024-02-29,Cetirizine,82
2024-03-01,Cetirizine,79
2024-03-02,Cetirizine,80
2024-03-03,Cetirizine,88
2024-03-04,Cetirizine,92
2024-03-05,Cetirizine,97
2024-03-06,Cetirizine,94
2024-03-07,Cetirizine,83
2024-03-08,Cetirizine,80
2024-03-09,Cetirizine,83
2024-03-10,Cetirizine,86
2024-03-11,Cetirizine,93
2024-03-12,Cetirizine,95
2024-03-13,Cetirizine,88
2024-03-14,Cetirizine,81
2024-03-15,Cetirizine,79
2024-03-16,Cetirizine,74
2024-03-17,Cetirizine,85
2024-03-18,Cetirizine,94
2024-03-19,Cetirizine,95
2024-03-20,Cetirizine,90
2024-03-21,Cetirizine,81
2024-03-22,Cetirizine,77
2024-03-23,Cetirizine,78
2024-03-24,Cetirizine,85
2024-03-25,Cetirizine,97
2024-03-26,Cetirizine,99
2024-03-27,Cetirizine,89
2024-03-28,Cetirizine,77
2024-03-29,Cetirizine,80
2024-03-30,Cetirizine,77
2024-03-31,Cetirizine,88
2024-04-01,Cetirizine,92
2024-04-02,Cetirizine,100
2024-04-03,Cetirizine,97
2024-04-04,Cetirizine,83
2024-04-05,Cetirizine,77
2024-04-06,Cetirizine,79
2024-04-07,Cetirizine,89
2024-04-08,Cetirizine,96
2024-04-09,Cetirizine,99
2024-04-10,Cetirizine,91
2024-04-11,Cetirizine,84
2024-04-12,Cetirizine,77
2024-04-13,Cetirizine,78
2024-04-14,Cetirizine,88
2024-04-15,Cetirizine,94
2024-04-16,Cetirizine,100
2024-04-17,Cetirizine,90
2024-04-18,Cetirizine,84
2024-04-19,Cetirizine,77
2024-04-20,Cetirizine,81
2024-04-21,Cetirizine,87
2024-04-22,Cetirizine,93
2024-04-23,Cetirizine,99
2024-04-24,Cetirizine,92
2024-04-25,Cetirizine,84
2024-04-26,Cetirizine,77
2024-04-27,Cetirizine,78
2024-04-28,Cetirizine,90
2024-04-29,Cetirizine,97
2024-04-30,Cetirizine,97
2024-05-01,Cetirizine,93
2024-05-02,Cetirizine,86
2024-05-03,Cetirizine,78
2024-05-04,Cetirizine,80
2024-05-05,Cetirizine,89
2024-05-06,Cetirizine,95
2024-05-07,Cetirizine,100
2024-05-08,Cetirizine,92
2024-05-09,Cetirizine,83
2024-05-10,Cetirizine,80
2024-05-11,Cetirizine,78
2024-05-12,Cetirizine,93
2024-05-13,Cetirizine,100
2024-05-14,Cetirizine,99
2024-05-15,Cetirizine,94
2024-05-16,Cetirizine,85
2024-05-17,Cetirizine,78
2024-05-18,Cetirizine,82
2024-05-19,Cetirizine,87
2024-05-20,Cetirizine,98
2024-05-21,Cetirizine,100
2024-05-22,Cetirizine,93
2024-05-23,Cetirizine,83
